gender,name
F,Jassira
F,Jaya
F,Jayara
F,Jaycee
F,Jayde
F,Jaydin
F,Jaylee
F,Jazmin
F,Jazzmine
F,Jeana
F,Jeanete
F,Jeanine
F,Jeanne
F,Jeany
F,Jeckliny
F,Jeidy
F,Jeisiane
F,Jemima
F,Jéni
F,Jenifer
F,Jénifer
F,Jeniffer
F,Jennifer
F,Jenny
F,Jennyfer
F,Jeny
F,Jeovania
F,Jerónima
F,Jerusa
F,Jessana
F,Jessiane
F,Jessica
F,Jéssica
F,Jessie
F,Jessy
F,Jessyca
F,Jéssyca
F,Jewel
F,Jeysse
F,Jezabel
F,Jhennifer
F,Jhulli
F,Jia
F,Jigisha
F,Jihane
F,Jil
F,Jilsiany
F,Jinal
F,Jing
F,Jiya
F,Joadmila
F,Joalete
F,Joana
F,Joaninha
F,Joanna
F,Joaquim
F,Joaquina
F,Joceane
F,Joceline
F,Jocelyn
F,Jocyana
F,Jocyara
F,Jodelsia
F,Joelly
F,Joelma
F,Johaina
F,Johanna
F,Johanna-Sophie
F,Joi
F,Joice
F,Joicimara
F,Joicy
F,Jomila-Lucía
F,Jonyfer
F,Joquebede
F,Joraide
F,Jordana
F,Jordanna
F,Josana
F,José
F,Joseandra
F,Joseane
F,Joseanne
F,Josefa
F,Josefina
F,Josélia
F,Joselina
F,Josemara
F,Josiana
F,Josiane
F,Josianne
F,Josiany
F,Josy
F,Joti
F,Jovana
F,Joya
F,Joyce
F,Joyciane
F,Jozefina
F,Juanita
F,Juceila
F,Jucelene
F,Jucemara
F,Judite
F,Juisney
F,Juli
F,Julia
F,Júlia
F,Juliana
F,Julianna
F,Juliany
F,Julie
F,Juliê
F,Julieta
F,Julieth
F,Juliette
F,Juline
F,Julinha
F,Jullia
F,Jullyana
F,Jumina
F,June
F,Júnia
F,Juno
F,Jusilene
F,Jussara
F,Justa
F,Justýna
F,Juweyriyah
F,Jysea
F,Ka
F,Kadiatou
F,Kadidjatou
F,Kadija
F,Kadijah
F,Kaela
F,Kaelynn
F,Kai
F,Kailane
F,Kailani
F,Kailanny
F,Kailany
F,Kaily
F,Kaira
F,Kairos
F,Kaitlyn
F,Kajatou
F,Kalissy
F,Kalyani
F,Kamila
F,Kámilah
F,Kamile
F,Kamilla
F,Kamilly
F,Kámya
F,Kanika
F,Kaniksha
F,Kanisha
F,Kanizfatema
F,Kareen
F,Kareena
F,Karen
F,Karima
F,Karime
F,Karin
F,Karina
F,Karine
F,Karinna
F,Karisa
F,Karmjot
F,Karol
F,Karolina
F,Karoline
F,Karoliny
F,Karolyna
F,Karynne
F,Kashfiya
F,Kashmala
F,Kassia
F,Kássia
F,Kassie
F,Kassimara
F,Kássya
F,Kâssya
F,Kataleya
F,Katalleya
F,Katalya
F,Katarina
F,Kate
F,Katelynn
F,Katerin
F,Katerina
F,Katharina
F,Katherine
F,Kathleen
F,Kathrine
F,Kathryn
F,Kathya
F,Katia
F,Kátia
F,Katie
F,Katlin
F,Katrin
F,Kattleya
F,Katty
F,Kauana
F,Kausar
F,Kavya
F,Kawiny
F,Kaya
F,Kayani
F,Kayannie
F,Kayara
F,Kayla
F,Kaylane
F,Kaylee
